Date,Daily Average,Record High Daily Average,Year1,Record Low Daily Average,Year2,Average High,Lowest High,Year3,Record High,Year4,Average Low,Highest Low,Year5,Record Low,Year6,Years
06-Aug,87.4,90.5,2021,82.9,1995,88.4,84.4,1995,92.5,2021,86.5,89.2,2021,81.7,1995,26
07-Aug,87.4,90.8,2021,83.2,2004,88.4,83.7,2004,92.5,2021,86.5,89.1,2021,82.6,2004,25
08-Aug,87.4,91.0,2021,83.5,2004,88.4,84.6,2004,92.8,2021,86.5,89.6,2021,82.4,2004,25
09-Aug,87.4,91.0,2021,84.4,2004,88.4,85.6,2006,92.1,2023,86.5,90.0,2023,83.5,2004,25
10-Aug,87.4,91.4,2023,84.2,2002,88.4,85.1,2002,92.5,2023,86.4,90.5,2023,83.3,2002,25
11-Aug,87.3,91.6,2023,83.7,2002,88.4,84.2,2002,93.2,2023,86.4,90.5,2023,83.1,2002,26
12-Aug,87.3,91.6,2023,84.0,1994,88.4,85.1,1994,92.5,2023,86.4,90.9,2023,83.3,2002,24
13-Aug,87.3,90.9,2020,83.1,1994,88.3,84.2,1994,91.9,2020,86.4,90.0,2023,81.9,1994,24
14-Aug,87.3,90.9,2020,83.1,1994,88.3,84.0,1994,92.1,2020,86.4,90.1,2020,82.4,1994,25
15-Aug,87.3,91.0,2020,83.7,1994,88.3,85.3,1994,92.3,2024,86.4,90.1,2020,82.8,1994,25
16-Aug,87.3,90.9,2020,84.9,1994,88.3,86.4,2003,92.8,2020,86.4,89.6,2017,83.7,1994,24
17-Aug,87.2,91.1,2020,85.7,2003,88.2,86.7,2000,93.0,2020,86.3,89.8,2020,84.7,2003,24
18-Aug,87.2,90.9,2020,85.6,2000,88.2,86.2,2000,92.7,2020,86.3,89.8,2020,84.9,2000,25
19-Aug,87.2,90.2,2017,85.5,1999,88.2,85.8,1999,91.8,2010,86.3,88.9,2010,84.6,2003,27
20-Aug,87.1,90.4,2021,84.5,2003,88.1,85.3,1996,91.9,2021,86.3,89.2,2021,83.7,2003,24
21-Aug,87.1,90.7,2021,83.5,2003,88.1,84.0,2003,92.5,2021,86.2,88.9,2021,82.9,2003,23
22-Aug,87.1,91.4,2021,83.9,1996,88.1,84.6,1996,92.8,2021,86.2,90.1,2021,82.9,2003,24
23-Aug,87.0,91.8,2021,83.5,1996,88.0,84.2,1999,92.8,2021,86.2,90.7,2021,82.8,1996,25
24-Aug,87.0,91.3,2021,83.1,1996,88.0,83.8,1996,91.9,2021,86.1,90.3,2021,82.6,1996,26
25-Aug,87.0,90.5,2021,83.3,1995,87.9,83.7,1995,91.4,2021,86.1,88.9,2022,82.6,1995,25
26-Aug,86.9,90.1,2022,82.6,2005,87.9,83.5,2012,90.9,2022,86.1,89.1,2022,81.5,2012,26
27-Aug,86.9,89.8,2022,81.1,2012,87.9,81.3,2012,90.5,2022,86.0,89.2,2022,81.0,2012,27
28-Aug,86.8,89.9,2020,81.3,2012,87.8,83.3,2012,91.2,2020,86.0,88.9,2020,80.4,2012,26
29-Aug,86.8,90.7,2020,82.9,2012,87.8,84.4,2012,92.1,2020,85.9,89.8,2020,81.9,2012,27
30-Aug,86.8,91.0,2020,83.8,2006,87.7,84.9,2000,92.3,2020,85.9,90.3,2020,82.8,2012,27
31-Aug,86.7,91.3,2021,83.2,2006,87.7,84.4,2006,92.5,2021,85.9,90.1,2021,82.2,2006,26
01-Sep,86.7,91.5,2020,84.1,2006,87.6,85.1,2006,92.7,2020,85.8,90.5,2020,83.1,2006,26
02-Sep,86.6,91.2,2020,84.2,2006,87.6,84.9,2006,91.8,2020,85.8,90.3,2020,82.8,1995,26
03-Sep,86.6,90.8,2020,83.1,2018,87.5,84.6,2018,91.8,2020,85.7,89.8,2020,82.2,2018,27
04-Sep,86.5,90.6,2020,82.5,2004,87.4,84.2,2018,91.4,2020,85.7,89.6,2020,80.1,2004,27
05-Sep,86.5,90.4,2020,79.5,2004,87.4,80.1,2004,91.0,2020,85.6,89.8,2020,79.0,2004,26
06-Sep,86.4,89.8,2021,79.8,2004,87.3,81.1,2004,91.0,2021,85.6,88.9,2021,78.8,2004,25
07-Sep,86.3,90.1,2021,80.5,2004,87.3,81.0,2004,91.0,2022,85.5,89.2,2021,80.1,2004,26
08-Sep,86.3,90.2,2021,81.1,2004,87.2,82.4,2004,90.5,2021,85.5,89.6,2021,80.1,2004,26
09-Sep,86.2,90.3,2021,82.4,2004,87.1,84.2,2004,91.2,2021,85.4,89.4,2021,81.0,2004,25
10-Sep,86.2,90.7,2021,82.1,2017,87.1,84.4,2017,91.4,2021,85.3,89.6,2021,80.4,2017,25
11-Sep,86.1,91.0,2021,83.6,2004,87.0,84.2,1995,91.9,2021,85.3,90.0,2021,82.4,2004,23
12-Sep,86.0,90.5,2021,83.7,2004,86.9,84.4,2001,91.0,2021,85.2,90.0,2021,82.4,2004,24
13-Sep,85.9,89.5,2021,82.9,1994,86.8,83.8,2001,90.1,2022,85.1,88.7,2022,81.7,1994,23
14-Sep,85.9,89.0,2021,81.3,1994,86.7,81.9,1994,90.1,2021,85.1,88.2,2021,81.0,2001,25
15-Sep,85.8,89.8,2021,81.1,2001,86.7,81.9,2001,91.0,2021,85.0,88.9,2021,80.4,2001,25
16-Sep,85.7,89.9,2021,81.5,2001,86.6,82.6,1998,90.7,2021,84.9,89.2,2021,80.6,2001,25
17-Sep,85.6,89.8,2021,81.4,1998,86.5,82.2,1998,90.7,2021,84.8,89.2,2021,79.9,2001,25
18-Sep,85.5,89.5,2021,82.0,1998,86.4,82.6,1998,90.3,2021,84.7,88.9,2021,81.5,2001,25
19-Sep,85.4,89.8,2021,82.4,1998,86.3,82.9,1998,90.5,2021,84.6,89.1,2021,81.9,2001,25
20-Sep,85.3,90.2,2021,82.7,2001,86.2,83.5,2001,91.2,2021,84.6,89.4,2021,82.0,2010,25
21-Sep,85.2,90.0,2021,82.4,1999,86.1,83.3,1999,90.9,2021,84.5,89.6,2021,81.7,1999,25
22-Sep,85.1,89.1,2021,81.7,1999,86.0,82.9,1999,90.0,2018,84.4,88.3,2021,81.1,1999,24
23-Sep,85.0,89.0,2021,81.6,2004,85.9,82.9,2004,90.0,2021,84.3,88.0,2021,80.6,2004,24
24-Sep,84.9,89.4,2021,81.7,2004,85.8,82.4,1999,90.1,2021,84.2,88.5,2021,80.8,2004,24
25-Sep,84.8,89.6,2021,80.7,2004,85.7,81.5,1999,90.3,2021,84.1,88.9,2021,79.3,2004,24
26-Sep,84.7,89.3,2021,79.5,2004,85.6,80.2,2004,90.0,2021,83.9,88.5,2021,78.8,2004,26
27-Sep,84.6,88.0,2021,80.0,2004,85.5,81.1,2004,88.7,2021,83.8,87.3,2021,79.0,2004,26
28-Sep,84.5,87.7,2018,80.8,2004,85.4,81.9,2004,88.2,2018,83.7,86.7,2018,80.1,2004,25
29-Sep,84.4,87.3,2020,81.5,2022,85.2,82.0,2022,88.3,2020,83.6,86.5,2020,80.8,2004,26
30-Sep,84.3,87.7,2020,81.0,2022,85.1,81.7,2022,88.9,2020,83.5,86.9,2020,79.9,2022,26
01-Oct,84.2,87.5,2020,80.6,1994,85.0,81.3,1994,88.5,2024,83.4,86.7,2020,79.7,2001,26
02-Oct,84.0,87.6,2024,80.3,2001,84.9,81.3,2001,88.5,2024,83.3,86.9,2020,79.3,2001,26
03-Oct,83.9,87.7,2024,80.0,2001,84.8,80.6,2001,88.3,2024,83.1,87.1,2024,79.0,2001,24
04-Oct,83.8,87.1,2024,80.0,2001,84.6,81.3,2001,87.8,2024,83.0,86.5,2024,79.0,2001,25
05-Oct,83.7,86.1,2020,80.9,2001,84.5,81.7,2001,86.7,2024,82.9,85.3,2024,80.1,2001,24
06-Oct,83.5,86.3,2009,80.0,2010,84.4,81.0,2010,87.3,2021,82.7,85.6,2009,79.5,2010,24
07-Oct,83.4,87.2,2021,78.8,2010,84.2,79.5,2010,88.2,2021,82.6,86.4,2021,77.5,2010,25
08-Oct,83.3,87.8,2021,78.8,2010,84.1,79.9,2010,88.3,2021,82.5,86.9,2021,77.7,2010,25
09-Oct,83.1,87.7,2021,79.2,2010,84.0,80.1,2010,88.3,2021,82.3,86.9,2021,78.3,2011,25
10-Oct,83.0,87.5,2021,79.6,2010,83.8,80.2,2010,88.0,2021,82.2,86.5,2009,78.6,2010,25
11-Oct,82.8,87.4,2021,78.2,2000,83.6,78.8,2000,88.1,2009,82.0,86.5,2021,76.8,2000,24
12-Oct,82.6,87.3,2021,78.1,2000,83.5,79.2,2000,88.2,2021,81.8,86.4,2021,76.8,2000,24
13-Oct,82.5,87.6,2021,77.7,2000,83.3,78.6,2000,88.5,2021,81.7,86.7,2021,76.6,2000,24
14-Oct,82.3,87.8,2021,77.3,2000,83.2,78.1,2000,88.7,2021,81.5,87.1,2021,75.7,2000,24
15-Oct,82.2,87.7,2021,77.3,2000,83.0,78.1,2000,88.2,2021,81.4,87.1,2021,76.1,2000,23
16-Oct,82.0,87.4,2021,77.5,2000,82.9,78.4,2000,88.2,2021,81.2,86.7,2021,76.1,2000,23
17-Oct,81.8,87.5,2021,77.8,2000,82.7,78.8,2000,88.5,2021,81.0,86.7,2021,76.3,2000,22
18-Oct,81.7,86.4,2021,78.4,2000,82.6,78.8,2011,87.6,2021,80.8,85.6,2021,76.6,2000,24
19-Oct,81.5,84.7,2021,78.1,1994,82.4,78.6,2011,86.2,2021,80.7,83.7,2021,75.6,2009,23
20-Oct,81.3,84.7,2018,78.1,2011,82.2,79.0,2011,86.2,2018,80.5,83.5,2018,76.3,2009,23
21-Oct,81.2,85.0,2018,77.2,2011,82.1,77.9,2011,86.0,2018,80.3,84.4,2018,76.3,2011,22
22-Oct,81.0,83.9,2013,76.4,2011,81.9,77.5,2011,84.9,2018,80.1,83.1,2013,75.2,2011,23
23-Oct,80.8,84.0,2013,77.0,2011,81.7,78.3,2011,84.6,2021,80.0,83.3,2013,76.3,2011,24
24-Oct,80.6,84.3,2021,77.2,2000,81.5,77.9,2000,84.9,2021,79.8,83.3,2021,76.3,2000,22
25-Oct,80.5,85.0,2021,75.5,2005,81.4,77.5,2005,85.6,2021,79.6,84.4,2021,74.7,2005,23
26-Oct,80.3,86.1,2021,73.7,2005,81.2,75.0,2005,87.4,2021,79.4,84.6,2021,73.0,2005,22
27-Oct,80.1,86.6,2021,73.2,2005,81.0,74.3,2005,87.4,2021,79.2,85.6,2021,72.1,2005,23
28-Oct,79.9,86.8,2021,73.8,2005,80.8,75.6,2005,87.8,2021,79.0,86.0,2021,72.9,2005,23
29-Oct,79.7,86.2,2021,74.8,2001,80.6,75.9,2012,86.9,2021,78.8,85.5,2021,73.8,2005,24
30-Oct,79.6,85.4,2020,73.7,2012,80.5,74.1,2012,86.7,2020,78.7,84.6,2020,73.0,2012,24
31-Oct,79.4,85.6,2020,73.3,2012,80.3,75.2,2001,86.4,2020,78.5,84.9,2020,71.8,2012,22
01-Nov,79.3,85.1,2020,74.2,2012,80.2,75.9,2005,85.8,2020,78.4,84.2,2020,72.1,2012,23
02-Nov,79.1,84.2,2020,74.9,2014,80.0,76.3,2014,85.5,2020,78.2,82.8,2021,72.7,2012,24
03-Nov,79.0,83.5,2009,74.2,2014,79.9,76.1,2014,84.3,2009,78.0,82.8,2009,72.3,2014,23
04-Nov,78.8,83.3,2009,73.8,2014,79.7,76.5,2014,83.8,2009,77.9,82.6,2009,72.5,2014,23
05-Nov,78.6,82.3,2009,73.8,2014,79.6,75.7,2014,83.4,2009,77.7,81.9,2015,72.0,2014,24
06-Nov,78.5,81.8,2015,74.3,2014,79.5,76.1,2014,82.9,2015,77.6,80.8,2015,72.3,2010,23
07-Nov,78.3,82.2,2015,73.3,2010,79.3,75.2,2014,83.3,2015,77.4,81.5,2015,69.8,2010,23
08-Nov,78.2,82.5,2015,73.0,2010,79.2,75.6,2001,83.5,2015,77.3,81.7,2015,71.1,2010,23
09-Nov,78.1,82.7,2015,72.6,2010,79.0,74.7,2010,83.8,2015,77.1,81.9,2015,71.4,2010,24
10-Nov,77.9,83.0,2015,73.1,2010,78.9,74.8,2010,84.0,2015,77.0,82.4,2015,71.6,2010,24
11-Nov,77.8,83.2,2015,73.2,2012,78.8,74.7,2012,84.2,2015,76.8,82.6,2015,71.8,2012,25
12-Nov,77.6,83.3,2015,73.5,2012,78.6,75.0,2011,84.0,2015,76.7,82.6,2015,72.0,2012,25
13-Nov,77.5,83.4,2015,73.6,1996,78.5,74.7,1996,84.0,2015,76.5,82.9,2015,72.5,1996,25
14-Nov,77.3,82.8,2018,73.2,1996,78.3,75.4,1996,83.7,2018,76.4,82.2,2018,72.0,1996,25
15-Nov,77.2,83.0,2018,73.6,1995,78.2,75.2,1995,83.7,2018,76.2,82.6,2018,72.1,1995,25
16-Nov,77.1,82.8,2020,72.6,1995,78.1,74.1,1996,83.1,2020,76.1,82.2,2020,70.5,1995,25
17-Nov,76.9,82.5,2020,72.4,1996,78.0,74.1,1995,83.1,2020,76.0,81.7,2020,71.4,1996,25
18-Nov,76.8,80.6,2020,72.0,1996,77.8,73.4,1996,82.0,2020,75.8,79.2,2020,71.1,1996,25
19-Nov,76.7,79.3,2015,71.9,1996,77.7,73.9,1996,80.4,2021,75.7,78.6,2015,71.2,1996,25
20-Nov,76.5,80.1,2021,73.2,1996,77.6,74.7,2014,80.6,2021,75.6,79.3,2015,71.6,1996,25
21-Nov,76.4,80.5,2021,73.9,1996,77.5,75.2,2010,81.5,2021,75.4,79.5,2021,72.7,2012,25
22-Nov,76.3,81.5,2021,72.7,2000,77.3,75.0,2010,82.4,2021,75.3,80.6,2021,70.5,2000,25
23-Nov,76.2,80.2,2021,71.8,2000,77.2,73.4,2000,81.9,2021,75.2,78.8,2021,70.7,2000,25
24-Nov,76.0,79.4,2018,70.6,2000,77.1,72.0,2000,80.1,2020,75.0,78.6,2018,69.6,2000,25
25-Nov,75.9,80.0,2022,71.6,2000,77.0,72.5,2000,80.6,2022,74.9,79.2,2022,70.3,2000,25
26-Nov,75.8,80.5,2022,71.8,2012,76.9,72.7,2012,81.1,2022,74.8,79.5,2022,70.3,1995,25
27-Nov,75.7,80.9,2022,71.9,2012,76.8,72.9,2012,81.3,2022,74.7,80.1,2022,71.2,2012,24
28-Nov,75.6,81.2,2022,72.6,2000,76.6,73.6,1996,81.9,2022,74.5,80.1,2022,70.3,2000,25
29-Nov,75.4,80.9,2022,71.8,2014,76.5,73.2,2014,81.3,2022,74.4,80.2,2022,70.7,2014,24
30-Nov,75.3,80.4,2022,71.0,1996,76.4,71.8,1996,80.8,2022,74.3,79.7,2022,70.0,2014,23
01-Dec,75.2,80.3,2022,70.5,1996,76.3,71.2,1996,80.6,2022,74.2,79.7,2022,69.6,1996,24
02-Dec,75.1,78.8,2022,71.2,1999,76.2,72.7,1996,79.3,2022,74.1,78.3,2022,70.0,1999,24
03-Dec,75.0,78.0,1994,70.3,1999,76.1,72.7,2011,79.5,2021,74.0,77.2,1994,69.4,1999,24
04-Dec,74.9,78.6,2023,69.5,1999,76.0,70.0,1999,79.2,2023,73.9,77.9,2023,68.9,1999,24
05-Dec,74.8,79.4,2023,69.4,1999,75.9,69.8,1999,80.1,2023,73.7,78.6,2023,68.9,1999,24
06-Dec,74.7,79.1,2021,70.1,1999,75.8,71.1,1999,79.9,2021,73.6,77.7,2021,68.9,2010,24
07-Dec,74.6,79.5,2021,68.6,2010,75.7,70.9,2010,80.2,2021,73.5,78.4,1994,66.6,2010,25
08-Dec,74.5,80.1,2021,67.5,2010,75.6,70.5,2010,81.0,2021,73.4,79.0,1994,65.5,2010,25
09-Dec,74.4,80.8,2021,67.5,2010,75.5,70.0,2010,81.9,2021,73.3,79.5,2021,65.1,2010,25
10-Dec,74.3,81.5,2021,68.4,2010,75.4,70.0,2003,82.2,2021,73.2,80.4,2021,65.5,2010,25
11-Dec,74.2,81.5,2021,68.8,2003,75.3,70.0,2003,82.2,2021,73.1,80.8,2021,66.9,2010,25
12-Dec,74.1,81.7,2021,69.2,2003,75.2,69.8,1996,82.6,2021,73.0,80.8,2021,67.3,2010,25
13-Dec,74.0,81.5,2021,67.1,2010,75.1,70.9,2010,82.2,2021,72.9,81.0,2021,64.6,2010,25
14-Dec,73.9,80.9,2021,66.5,2010,75.0,69.8,2010,81.5,2021,72.8,80.6,2021,63.0,2010,25
15-Dec,73.8,80.4,2021,64.7,2010,74.9,68.7,2010,81.3,2021,72.7,79.7,2021,62.4,2010,23
16-Dec,73.7,80.2,2021,69.1,2004,74.9,70.5,2003,80.8,2021,72.6,79.5,2021,67.8,2004,23
17-Dec,73.6,79.8,2021,68.6,2004,74.8,70.0,2003,80.4,2021,72.5,79.2,2021,67.5,2004,23
18-Dec,73.5,80.0,2021,64.9,2010,74.7,67.5,2010,80.6,2021,72.4,79.3,2021,62.8,2010,25
19-Dec,73.4,80.3,2021,67.3,2003,74.6,68.9,1997,80.8,2021,72.3,79.7,2021,65.5,2003,24
20-Dec,73.3,80.7,2021,66.8,2003,74.5,68.5,1997,81.5,2021,72.1,80.1,2021,65.1,2003,24
21-Dec,73.2,80.7,2021,65.7,2003,74.4,68.7,2003,81.5,2021,72.0,79.7,2021,63.0,2003,23
22-Dec,73.1,79.2,2021,66.3,2003,74.3,69.1,2004,80.1,2021,71.9,77.4,2021,64.4,2003,25
23-Dec,73.0,77.3,2021,67.4,2003,74.2,69.4,2004,78.6,2021,71.8,75.9,1999,64.9,2003,24
24-Dec,72.8,76.7,2015,67.3,2003,74.1,69.1,2003,77.5,2015,71.7,76.1,2015,65.5,2003,23
25-Dec,72.7,77.3,2015,66.5,2003,74.0,67.3,2003,78.1,2015,71.6,76.8,2015,63.3,1995,25
26-Dec,72.6,77.6,2015,66.5,1995,73.9,68.5,2010,78.4,2021,71.5,77.0,2015,64.0,1995,24
27-Dec,72.5,78.3,2021,65.3,1995,73.8,67.8,1995,79.5,2021,71.4,77.0,2021,63.7,1995,24
28-Dec,72.5,78.9,2021,65.3,1995,73.8,67.1,1995,79.9,2021,71.3,78.1,2021,64.0,1995,24
29-Dec,72.4,78.6,2021,65.8,1995,73.7,69.4,2005,79.5,2021,71.2,77.7,2021,63.1,1995,24
30-Dec,72.3,79.2,2021,66.7,1995,73.6,69.1,1995,80.4,2021,71.1,78.3,2021,64.9,1995,24
31-Dec,72.2,80.2,2021,67.0,2000,73.5,68.4,1995,81.5,2021,71.0,79.3,2021,64.8,2000,24
